"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk"
"744","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","[1.95,547]","[1,8.06]","(25,170]","[1,35.9]"
"745","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"746","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"747","[1.61,39.52]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"748","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"749","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"750","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"751","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"752","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","(35.9,343]"
"753","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"754","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"755","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"756","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"757","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","(25,170]","(35.9,343]"
"758","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"759","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"760","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","(25,170]","[1,35.9]"
"761","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"762","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"763","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"764","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"765","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"766","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"767","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"768","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"769","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"770","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"771","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"772","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"773","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"774","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"775","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"776","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"777","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"778","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","(45.3,764]","(25.3,2571]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"779","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"780","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"781","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"782","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"783","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"784","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"785","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"786","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"787","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"788","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"789","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"790","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"791","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"792","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"793","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","(45.3,764]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"794","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"795","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"796","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"797","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"798","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"799","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"800","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"801","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"802","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"803","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"804","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"805","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"806","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"807","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"808","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"809","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"810","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"811","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"812","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"813","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"814","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"815","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"816","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"817","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"818","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"819","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"820","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"821","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"822","[1.61,39.52]","(24.8,389]","(24.8,167]","[1.11,23.3]","[1,45.3]","[1,25.3]","(39.6,3555]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"823","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"824","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"825","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"826","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"827","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"828","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"829","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"830","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"831","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"832","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"833","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"834","[1.61,39.52]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"835","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"836","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"837","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"838","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"839","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"840","(39.52,552]","[1,24.8]","(24.8,167]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","(35.9,343]"
"841","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"842","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"843","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"844","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"845","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"846","[1.61,39.52]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"847","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"848","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","(39.6,3555]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"849","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"850","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"851","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"852","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"853","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
